,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,year
419,0500000US13067,13067,"Cobb County, Georgia",677402,2010
420,0500000US13069,13069,"Coffee County, Georgia",41647,2010
421,0500000US13071,13071,"Colquitt County, Georgia",44712,2010
422,0500000US13073,13073,"Columbia County, Georgia",117858,2010
423,0500000US13075,13075,"Cook County, Georgia",16976,2010
424,0500000US13077,13077,"Coweta County, Georgia",121528,2010
425,0500000US13079,13079,"Crawford County, Georgia",12821,2010
426,0500000US13081,13081,"Crisp County, Georgia",23182,2010
427,0500000US13083,13083,"Dade County, Georgia",16595,2010
428,0500000US13085,13085,"Dawson County, Georgia",21758,2010
429,0500000US13087,13087,"Decatur County, Georgia",27920,2010
430,0500000US13089,13089,"DeKalb County, Georgia",685371,2010
431,0500000US13091,13091,"Dodge County, Georgia",21402,2010
432,0500000US13093,13093,"Dooly County, Georgia",14283,2010
433,0500000US13095,13095,"Dougherty County, Georgia",94514,2010
434,0500000US13097,13097,"Douglas County, Georgia",127800,2010
435,0500000US13099,13099,"Early County, Georgia",11286,2010
436,0500000US13101,13101,"Echols County, Georgia",3973,2010
437,0500000US13103,13103,"Effingham County, Georgia",50513,2010
438,0500000US13105,13105,"Elbert County, Georgia",20421,2010
439,0500000US13107,13107,"Emanuel County, Georgia",22348,2010
440,0500000US13109,13109,"Evans County, Georgia",10966,2010
441,0500000US13111,13111,"Fannin County, Georgia",23337,2010
442,0500000US13113,13113,"Fayette County, Georgia",105344,2010
443,0500000US13115,13115,"Floyd County, Georgia",95810,2010
444,0500000US13117,13117,"Forsyth County, Georgia",163885,2010
445,0500000US13119,13119,"Franklin County, Georgia",22121,2010
446,0500000US13121,13121,"Fulton County, Georgia",886982,2010
447,0500000US13123,13123,"Gilmer County, Georgia",28076,2010
448,0500000US13125,13125,"Glascock County, Georgia",3007,2010
449,0500000US13127,13127,"Glynn County, Georgia",77632,2010
450,0500000US13129,13129,"Gordon County, Georgia",54059,2010
451,0500000US13131,13131,"Grady County, Georgia",24738,2010
452,0500000US13133,13133,"Greene County, Georgia",15844,2010
453,0500000US13135,13135,"Gwinnett County, Georgia",778022,2010
454,0500000US13137,13137,"Habersham County, Georgia",42212,2010
455,0500000US13139,13139,"Hall County, Georgia",175001,2010
456,0500000US13141,13141,"Hancock County, Georgia",9649,2010
